Office ID,MANUFACTURER,MANFACTURINGYEAR,Name,Lat,Lon,Substation_No,Serial_No,Voltage,Capacity,FUNCTIONAL_LOC
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,233110,29.77573485,39.86880113,233110,<Null>,<Null>,<Null>,4300-JDS-233110
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,233017,29.77281118,39.87234438,233017,<Null>,<Null>,<Null>,4300-JDS-233017
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,233018,29.76934797,39.88003222,233018,<Null>,<Null>,<Null>,4300-JDS-233018
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,233136,29.7730232,39.88113548,233136,<Null>,<Null>,<Null>,4300-JDS-233136
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,210004,29.79934967,39.86658167,210004,<Null>,<Null>,<Null>,4300-JDS-210004
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,233147,29.78510354,39.874713,233147,<Null>,<Null>,<Null>,4300-JDS-233147
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,260157,29.83313752,39.72010239,260157,<Null>,<Null>,<Null>,4300-JDS-260157
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,260360,29.83146446,39.71687704,260360,<Null>,<Null>,<Null>,4300-JDS-260360
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,260165,29.83172606,39.71402261,260165,<Null>,<Null>,<Null>,4300-JDS-260165
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,260081,29.83013519,39.71399191,260081,<Null>,<Null>,<Null>,4300-JDS-260081
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,207018,29.82539382,39.71386946,207018,<Null>,<Null>,<Null>,4300-JDS-207018
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,260106,29.82040032,39.70896366,260106,<Null>,<Null>,<Null>,4300-JDS-260106
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,260227,29.81023614,39.71196875,260227,<Null>,<Null>,<Null>,4300-JDS-260227
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,260271,29.81191638,39.71395989,260271,<Null>,<Null>,<Null>,4300-JDS-260271
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,260110,29.81509446,39.71185983,260110,<Null>,<Null>,<Null>,4300-JDS-260110
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,260069,29.83404093,39.69763188,260069,<Null>,<Null>,<Null>,4300-JDS-260069
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,260234,29.83918882,39.70707467,260234,<Null>,<Null>,<Null>,4300-JDS-260234
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,260210,29.84076205,39.70727331,260210,<Null>,<Null>,<Null>,4300-JDS-260210
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,250334,29.86385267,39.51690729,250334,<Null>,<Null>,<Null>,4300-JDS-250334
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,250213,29.86336575,39.51616844,250213,<Null>,<Null>,<Null>,4300-JDS-250213
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,250177,29.86062213,39.50875919,250177,<Null>,<Null>,<Null>,4300-JDS-250177
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,250382,29.8630962,39.50635513,250382,<Null>,<Null>,<Null>,4300-JDS-250382
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,250244,29.86194248,39.50383035,250244,<Null>,<Null>,<Null>,4300-JDS-250244
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,250318,29.86471851,39.49993768,250318,<Null>,<Null>,<Null>,4300-JDS-250318
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,250319,29.86361677,39.4919259,250319,<Null>,<Null>,<Null>,4300-JDS-250319
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,250119/250120,29.86256879,39.52152742,250119/250120,<Null>,<Null>,<Null>,<Null>
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,250108,29.8602633,39.52082515,250108,<Null>,<Null>,<Null>,4300-JDS-250108
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,250144,29.8577418,39.52035797,250144,<Null>,<Null>,<Null>,4300-JDS-250144
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,250367,29.85821218,39.51774703,250367,<Null>,<Null>,<Null>,4300-JDS-250367
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,250147,29.86056697,39.5180568,250147,<Null>,<Null>,<Null>,4300-JDS-250147
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,250155,29.86491361,39.52776531,250155,<Null>,<Null>,<Null>,4300-JDS-250155
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,250167,29.86398995,39.52632468,250167,<Null>,<Null>,<Null>,4300-JDS-250167
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,250417,29.86261331,39.52416682,250417,<Null>,<Null>,<Null>,4300-JDS-250417
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,250166,29.8617061,39.52278196,250166,<Null>,<Null>,<Null>,4300-JDS-250166
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,NOT AVAILABLE,29.85371677,39.50493021,NOT AVAILABLE,<Null>,<Null>,<Null>,<Null>
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,250326,29.82189199,39.53864808,250326,<Null>,<Null>,<Null>,4300-JDS-250326
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,250227,29.82316815,39.53621828,250227,<Null>,<Null>,<Null>,4300-JDS-250227
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,250116,29.82819469,39.51454515,250116,<Null>,<Null>,<Null>,4300-JDS-250116
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,250304,29.83578891,39.51788812,250304,<Null>,<Null>,<Null>,4300-JDS-250304
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,250394,29.84212039,39.5086664,250394,<Null>,<Null>,<Null>,4300-JDS-250394
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,260205/231069,29.81067257,39.70427651,260205/231069,<Null>,<Null>,<Null>,<Null>
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,260045,29.81065352,39.70351445,260045,<Null>,<Null>,<Null>,4300-JDS-260045
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,260083,29.80479295,39.70407096,260083,<Null>,<Null>,<Null>,4300-JDS-260083
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,260084,29.79897096,39.713035,260084,<Null>,<Null>,<Null>,4300-JDS-260084
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,260086,29.78764257,39.70360459,260086,<Null>,<Null>,<Null>,4300-JDS-260086
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,260091,29.77988964,39.70664462,260091,<Null>,<Null>,<Null>,4300-JDS-260091
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,260287,29.77843632,39.71385318,260287,<Null>,<Null>,<Null>,4300-JDS-260287
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,260068,29.76718636,39.73309821,260068,<Null>,<Null>,<Null>,4300-JDS-260068
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,207027,29.79472106,39.83186558,207027,<Null>,<Null>,<Null>,4300-JDS-207027
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,211045,29.79695791,39.82565812,211045,<Null>,<Null>,<Null>,4300-JDS-211045
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,211044,29.79966706,39.82027703,211044,<Null>,<Null>,<Null>,4300-JDS-211044
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,211043,29.80237959,39.81489612,211043,<Null>,<Null>,<Null>,4300-JDS-211043
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,211029,29.78532512,39.82890647,211029,<Null>,<Null>,<Null>,4300-JDS-211029
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,211056,29.77920478,39.82652706,211056,<Null>,<Null>,<Null>,4300-JDS-211056
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,211030,29.77132009,39.82473606,211030,<Null>,<Null>,<Null>,4300-JDS-211030
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,211032,29.77039396,39.82453121,211032,<Null>,<Null>,<Null>,4300-JDS-211032
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,211064,29.76683724,39.82583929,211064,<Null>,<Null>,<Null>,4300-JDS-211064
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,211012,29.7640522,39.82405855,211012,<Null>,<Null>,<Null>,4300-JDS-211012
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,211097,29.75763158,39.82183682,211097,<Null>,<Null>,<Null>,4300-JDS-211097
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,211070,29.75230176,39.82068105,211070,<Null>,<Null>,<Null>,4300-JDS-211070
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,211074,29.77629674,39.82884726,211074,<Null>,<Null>,<Null>,4300-JDS-211074
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,211087,29.77744994,39.83011659,211087,<Null>,<Null>,<Null>,4300-JDS-211087
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,211072,29.77737413,39.82865642,211072,<Null>,<Null>,<Null>,4300-JDS-211072
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,211073,29.7797159,39.83018493,211073,<Null>,<Null>,<Null>,4300-JDS-211073
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,211085,29.77924018,39.83019593,211085,<Null>,<Null>,<Null>,4300-JDS-211085
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,211076,29.7794706,39.83284378,211076,<Null>,<Null>,<Null>,4300-JDS-211076
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,211081,29.77936241,39.83440908,211081,<Null>,<Null>,<Null>,4300-JDS-211081
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,211060,29.78220948,39.83359209,211060,<Null>,<Null>,<Null>,4300-JDS-211060
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,211071,29.78209815,39.82904242,211071,<Null>,<Null>,<Null>,4300-JDS-211071
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,211059,29.78364773,39.83090153,211059,<Null>,<Null>,<Null>,4300-JDS-211059
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,260124,29.87279595,39.74523105,260124,<Null>,<Null>,<Null>,4300-JDS-260124
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,260288,29.86220707,39.7263777,260288,<Null>,<Null>,<Null>,4300-JDS-260288
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,260125,29.86839816,39.71915503,260125,<Null>,<Null>,<Null>,4300-JDS-260125
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,260126,29.87099326,39.73325733,260126,<Null>,<Null>,<Null>,4300-JDS-260126
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,260100,29.85650217,39.74001497,260100,<Null>,<Null>,<Null>,4300-JDS-260100
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,260121,29.85407501,39.74175168,260121,<Null>,<Null>,<Null>,4300-JDS-260121
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,260153,29.85827478,39.73109753,260153,<Null>,<Null>,<Null>,4300-JDS-260153
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,260094,29.85987584,39.72655047,260094,<Null>,<Null>,<Null>,4300-JDS-260094
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,260208,29.84418876,39.6974239,260208,<Null>,<Null>,<Null>,4300-JDS-260208
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,260091,29.85243051,39.70982053,260091,<Null>,<Null>,<Null>,4300-JDS-260091
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,260256,29.85589039,39.70180285,260256,<Null>,<Null>,<Null>,4300-JDS-260256
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,260127,29.859831,39.69514314,260127,<Null>,<Null>,<Null>,4300-JDS-260127
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,260130,29.860542,39.68695227,260130,<Null>,<Null>,<Null>,4300-JDS-260130
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,260170,29.85599225,39.68243601,260170,<Null>,<Null>,<Null>,4300-JDS-260170
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,260119,29.85373089,39.67796472,260119,<Null>,<Null>,<Null>,4300-JDS-260119
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,250124,29.87176224,39.60646363,250124,<Null>,<Null>,<Null>,4300-JDS-250124
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,250396,29.86532428,39.61939012,250396,<Null>,<Null>,<Null>,4300-JDS-250396
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,250137,29.88890178,39.59008405,250137,<Null>,<Null>,<Null>,4300-JDS-250137
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,250212,29.89161378,39.5829523,250212,<Null>,<Null>,<Null>,4300-JDS-250212
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,250369,29.88995252,39.50827855,250369,<Null>,<Null>,<Null>,4300-JDS-250369
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,250256,29.89355321,39.49145719,250256,<Null>,<Null>,<Null>,4300-JDS-250256
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,250346,29.89973597,39.49150504,250346,<Null>,<Null>,<Null>,4300-JDS-250346
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,250268,29.9024959,39.48536424,250268,<Null>,<Null>,<Null>,4300-JDS-250268
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,250209,29.89918457,39.49526711,250209,<Null>,<Null>,<Null>,4300-JDS-250209
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,250197,29.90086911,39.49935041,250197,<Null>,<Null>,<Null>,4300-JDS-250197
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,250169,29.82684252,39.56607036,250169,<Null>,<Null>,<Null>,4300-JDS-250169
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,250072,29.82772334,39.55950363,250072,<Null>,<Null>,<Null>,4300-JDS-250072
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,250260,29.82360563,39.5568621,250260,<Null>,<Null>,<Null>,4300-JDS-250260
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,250122,29.82622626,39.55402599,250122,<Null>,<Null>,<Null>,4300-JDS-250122
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,250118,29.82841082,39.55192448,250118,<Null>,<Null>,<Null>,4300-JDS-250118
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,250364,29.8366531,39.55966554,250364,<Null>,<Null>,<Null>,4300-JDS-250364
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,250340,29.83290093,39.55714137,250340,<Null>,<Null>,<Null>,4300-JDS-250340
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,NOT AVAILABLE,29.8304038,39.55001626,NOT AVAILABLE,<Null>,<Null>,<Null>,<Null>
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,250274,29.83549439,39.54652195,250274,<Null>,<Null>,<Null>,4300-JDS-250274
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,250196,29.83663467,39.54953708,250196,<Null>,<Null>,<Null>,4300-JDS-250196
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,250078,29.84137901,39.55475731,250078,<Null>,<Null>,<Null>,4300-JDS-250078
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,250170,29.83958094,39.54483012,250170,<Null>,<Null>,<Null>,4300-JDS-250170
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,250170,29.84059671,39.54692331,250170,<Null>,<Null>,<Null>,4300-JDS-250170
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,250158,29.84034044,39.54046252,250158,<Null>,<Null>,<Null>,4300-JDS-250158
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,250171,29.84340249,39.52467223,250171,<Null>,<Null>,<Null>,4300-JDS-250171
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,250317,29.84331368,39.52683475,250317,<Null>,<Null>,<Null>,4300-JDS-250317
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,250185,29.84853383,39.53028084,250185,<Null>,<Null>,<Null>,4300-JDS-250185
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,250150,29.84862377,39.53481835,250150,<Null>,<Null>,<Null>,4300-JDS-250150
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,250186,29.83748573,39.53059048,250186,<Null>,<Null>,<Null>,4300-JDS-250186
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,250214,29.83459518,39.53924136,250214,<Null>,<Null>,<Null>,4300-JDS-250214
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,250354,29.8317609,39.54087617,250354,<Null>,<Null>,<Null>,4300-JDS-250354
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,250089,29.83139873,39.54109038,250089,<Null>,<Null>,<Null>,4300-JDS-250089
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,250234,29.82211618,39.5427908,250234,<Null>,<Null>,<Null>,4300-JDS-250234
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,250153,29.82452116,39.54208678,250153,<Null>,<Null>,<Null>,4300-JDS-250153
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,250041,29.80900557,39.58773859,250041,<Null>,<Null>,<Null>,4300-JDS-250041
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,250042,29.80809593,39.58952159,250042,<Null>,<Null>,<Null>,4300-JDS-250042
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,250111,29.80571829,39.59242268,250111,<Null>,<Null>,<Null>,4300-JDS-250111
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,250043,29.80991224,39.58588265,250043,<Null>,<Null>,<Null>,4300-JDS-250043
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,260047,29.7890265,39.66008914,260047,<Null>,<Null>,<Null>,4300-JDS-260047
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,260189,29.78141886,39.69428105,260189,<Null>,<Null>,<Null>,4300-JDS-260189
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,260089,29.77779098,39.69323786,260089,<Null>,<Null>,<Null>,4300-JDS-260089
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,260191,29.77719175,39.69521063,260191,<Null>,<Null>,<Null>,4300-JDS-260191
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,260228,29.77506702,39.72293373,260228,<Null>,<Null>,<Null>,4300-JDS-260228
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,260371,29.78398003,39.71527153,260371,<Null>,<Null>,<Null>,4300-JDS-260371
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,260070,29.80320917,39.74172127,260070,<Null>,<Null>,<Null>,4300-JDS-260070
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,260086,29.80132528,39.72623839,260086,<Null>,<Null>,<Null>,4300-JDS-260086
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,211031,29.77859512,39.78970344,211031,<Null>,<Null>,<Null>,4300-JDS-211031
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,211035,29.77586015,39.78945014,211035,<Null>,<Null>,<Null>,4300-JDS-211035
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,211039,29.77856048,39.80022927,211039,<Null>,<Null>,<Null>,4300-JDS-211039
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,211013,29.78394944,39.80968707,211013,<Null>,<Null>,<Null>,4300-JDS-211013
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,211025,29.78904918,39.8116349,211025,<Null>,<Null>,<Null>,4300-JDS-211025
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,211024,29.78821037,39.81558713,211024,<Null>,<Null>,<Null>,4300-JDS-211024
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,211037,29.78893724,39.81498866,211037,<Null>,<Null>,<Null>,4300-JDS-211037
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,211040,29.78948275,39.81454193,211040,<Null>,<Null>,<Null>,4300-JDS-211040
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,250400,29.8267828,39.56997273,250400,<Null>,<Null>,<Null>,4300-JDS-250400
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,250360,29.8270059,39.57281414,250360,<Null>,<Null>,<Null>,4300-JDS-250360
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,250045,29.83749238,39.57435106,250045,<Null>,<Null>,<Null>,4300-JDS-250045
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,250370,29.83942229,39.57571575,250370,<Null>,<Null>,<Null>,4300-JDS-250370
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,250036,29.84063233,39.57656411,250036,<Null>,<Null>,<Null>,4300-JDS-250036
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,250370,29.84231996,39.57777849,250370,<Null>,<Null>,<Null>,4300-JDS-250370
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,250092,29.85005869,39.56631388,250092,<Null>,<Null>,<Null>,4300-JDS-250092
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,250164,29.84936722,39.56386525,250164,<Null>,<Null>,<Null>,4300-JDS-250164
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,250314,29.84669869,39.56254949,250314,<Null>,<Null>,<Null>,4300-JDS-250314
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,250228,29.83133072,39.57096793,250228,<Null>,<Null>,<Null>,4300-JDS-250228
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,250189,29.82998918,39.5733663,250189,<Null>,<Null>,<Null>,4300-JDS-250189
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,250077,29.84671198,39.57812661,250077,<Null>,<Null>,<Null>,4300-JDS-250077
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,250039,29.84506117,39.57975999,250039,<Null>,<Null>,<Null>,4300-JDS-250039
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,250356,29.84475305,39.57952752,250356,<Null>,<Null>,<Null>,4300-JDS-250356
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,250219,29.92626023,39.49626842,250219,<Null>,<Null>,<Null>,4300-JDS-250219
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,211010,29.77161287,39.78896865,211010,<Null>,<Null>,<Null>,4300-JDS-211010
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,211011,29.76867145,39.78765297,211011,<Null>,<Null>,<Null>,4300-JDS-211011
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,211021,29.77219211,39.7989335,211021,<Null>,<Null>,<Null>,4300-JDS-211021
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,211023,29.79196111,39.81376078,211023,<Null>,<Null>,<Null>,4300-JDS-211023
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,211055,29.79160082,39.81727187,211055,<Null>,<Null>,<Null>,4300-JDS-211055
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,211089,29.78560419,39.82206025,211089,<Null>,<Null>,<Null>,4300-JDS-211089
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,211090,29.78487695,39.82421679,211090,<Null>,<Null>,<Null>,4300-JDS-211090
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,211083,29.78498759,39.82443187,211083,<Null>,<Null>,<Null>,4300-JDS-211083
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,211065,29.77312899,39.82650422,211065,<Null>,<Null>,<Null>,4300-JDS-211065
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,211066,29.77565263,39.82604609,211066,<Null>,<Null>,<Null>,4300-JDS-211066
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,211091,29.77350633,39.82822548,211091,<Null>,<Null>,<Null>,4300-JDS-211091
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,211075,29.77278202,39.83096351,211075,<Null>,<Null>,<Null>,4300-JDS-211075
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,211077,29.77307358,39.8332201,211077,<Null>,<Null>,<Null>,4300-JDS-211077
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,211103,29.77414634,39.83313761,211103,<Null>,<Null>,<Null>,4300-JDS-211103
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,211068,29.77716994,39.83380417,211068,<Null>,<Null>,<Null>,4300-JDS-211068
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,211080,29.77525104,39.83103279,211080,<Null>,<Null>,<Null>,4300-JDS-211080
Domah Al-Jundal Office مكتب خدمات دومة الجندل,<Null>,<Null>,210035,29.79283768,39.86020005,210035,<Null>,<Null>,<Null>,4300-JDS-210035
