Office,التجهيز,Subscription,Breaker,consumption,x,y
3410,5001287891,33010455529,100,3157.58,40.15699352,30.07555018
3410,5001325568,33010632991,100,3156.94,40.19285255,30.12153091
3410,5001301739,33010413771,100,3150.22,40.28529545,30.29961385
3420,5001866238,33060172254,100,3148.32,39.76082375,29.96921324
3410,5001294342,33010487200,100,3146.64,40.0168,29.9166
3440,5001353657,33120021697,90,3144.63,38.39736439,30.42372629
3430,5001349827,33110177148,100,3143.29,37.66799888,31.02290272
3420,5001326687,33060058401,200,3140.8,39.57545262,29.83694679
3410,5011671521,3011135211,100,3138,40.21743154,30.26104344
3410,5001224577,33010002935,100,3135.07,40.19295044,29.95880382
3440,5001394069,33120093293,200,3132.8,38.21703886,30.42819127
3410,5010530103,3011033186,70,3131.39,40.10463231,29.94848746
3420,5008584719,33060195132,100,3130.11,39.72182993,29.76066956
3410,5001291932,33010336841,150,3123.58,40.23811813,29.80573724
3440,5001385811,33120008800,100,3122.53,38.2142,30.4886
3420,5001315479,33060099619,200,3121.2,39.5639,29.8494
3410,5001304126,33010369064,100,3119.53,40.31389409,30.02426593
3430,5001401305,33110069196,100,3119.07,37.37545113,31.27557067
3410,5009921697,3010966996,100,3118.25,40.3046,30.2363
3410,5009727757,3010954298,100,3110.85,40.6336,29.7102
3410,5008218250,33010708525,100,3109.82,40.29289894,30.0091496
3410,5001305089,33010519822,160,3109.47,40.09847993,29.92553371
3410,5008482387,33010730221,150,3109.06,40.05043767,30.03970353
3410,5001290028,33010138405,100,3105.79,40.42310933,29.84218749
3430,5011458575,3110546063,70,3104.73,37.58542992,31.22636981
3440,5010004387,3120270861,160,3103.94,38.21209,30.43265
3410,5008910002,33010766304,100,3100.9,40.30316598,29.91349143
3440,5011750277,3120338251,40,3098.31,37.9821,30.6808
3410,5001275127,33010261679,150,3096.55,40.23087407,30.11064982
3410,5010737138,3011049097,70,3094.41,40.20143617,30.01154512
3410,5001319640,33010433611,100,3094.13,40.30533836,30.18019592
3410,5009427519,33010932503,70,3088.16,40.32316,29.82317
3410,5001214971,33010001301,200,3086.8,40.2152,29.956
3410,5001316229,33010417475,60,3084.03,40.1383,29.8269
3430,5001337452,33110175733,100,3078.74,37.37151537,31.31575518
3410,5001306484,33010252867,100,3077.51,40.16410207,29.85319178
3440,5009153577,33120239772,70,3076.34,38.26315054,30.53296694
3410,5008432557,33010727226,100,3072.57,40.37562348,30.03815823
3410,5001303903,33010458601,100,3070.82,40.0532528,29.87687262
3410,5001278102,33010334452,100,3070.16,40.17688294,29.84475467
3410,5008330886,33010703350,100,3070.11,40.17656526,30.15194574
3410,5008149769,33010702540,70,3067.56,40.24680847,29.80623138
3430,5001428553,33110089439,60,3066.91,37.38539173,31.33244361
3410,5009233895,33010912073,100,3065.8,40.35672569,30.12882994
3410,5008697678,33010753271,150,3063.73,40.19405119,29.8102202
3440,5011755839,3120343304,70,3062.79,38.10019706,30.61675834
3410,5001303788,33010128294,100,3061.09,40.16911813,29.86682161
3410,5001323535,33010434968,100,3060.79,40.0292854,29.81526702
3410,5001307569,33010145357,100,3057.87,40.06624724,29.98153008
3410,5001292492,33010126100,160,3056.32,40.36283759,30.05650858
3410,5008216048,33010707591,70,3049.8,40.11909348,29.83304161
3410,5001288310,33010158023,60,3049.14,40.1096,30.0068
3410,5001330565,33010452545,160,3048.54,40.33670519,29.96686507
3430,5001418664,33110370012,60,3048.34,37.56032011,31.23331127
3410,5001297355,33010250906,160,3047.62,40.11839382,29.99789958
3440,5010889196,3120309840,100,3047.42,38.15411606,30.47582107
3420,5001323264,33060041047,200,3046.8,39.82781981,29.96630751
3440,5010590839,3120293113,70,3042.08,38.1028,30.5664
3430,5001405453,33110135611,60,3037.16,37.66551247,31.01668266
3410,5001287912,33010455538,100,3036.03,40.21329773,29.81249188
3410,5001291567,33010279584,100,3033.15,40.1186727,29.97555169
3410,5001324621,33010360766,100,3030.26,40.14245539,29.97789228
3410,5008148392,33010703636,160,3029.88,40.18995873,30.10040361
3420,5008403484,33060188559,200,3026.8,39.76322534,29.95691671
3410,5010551446,3011035341,50,3025.63,40.23617678,30.10068904
3410,5001329347,33010650935,100,3024.14,40.15351088,30.0935215
3410,5001287636,33010322498,150,3022.13,40.14148207,30.0063259
3410,5009436782,33010932817,70,3019.69,40.17253563,29.90915709
3410,5001252816,33010133169,100,3017.18,40.17105597,30.02309349
3410,5001307670,33010504712,100,3016.27,40.1995222,30.13277886
3410,5001283103,33010485303,100,3015.41,40.0158,29.9201
3410,5001324858,33010509693,100,3011.46,40.38522873,29.84084359
3420,5001304894,33060067713,300,3006.6,39.57803529,29.84676761
3420,5001327064,33060058714,150,3000.75,39.59673,29.82597
3410,5001268161,33010378223,100,3000.26,40.32896522,29.95675822
3410,5001303309,33010504310,60,2998.17,40.15793929,30.06878605
3410,5001301935,33010383671,100,2996.03,40.2488,30.0182
3430,5001374620,33110325948,30,2995.69,37.53705186,31.25374076
3440,5001361107,33120056487,200,2994.4,37.88234844,30.78663553
3410,5001268080,33010318950,100,2992.42,40.21784416,30.08388502
3410,5001263775,33010318127,100,2991.4,40.15357997,29.98630414
3410,5009131924,33010798513,70,2991.07,39.99691596,29.80115428
3440,5001336126,33120117841,100,2990.64,38.26944326,30.45532538
3410,5001330049,33010421718,100,2990.2,40.0371495,29.84969437
3410,5008164108,33010704901,200,2989.2,40.19467058,30.09973978
3410,5001305407,33010325865,100,2987.89,40.09777642,29.99316675
3410,5009979812,3010970317,100,2987.59,40.12496347,30.03057738
3410,5008176599,33010705962,100,2983.19,40.03184873,29.98741448
3440,5010806470,3120306258,100,2977.64,38.0508,30.6606
3410,5004148187,33010665179,100,2975.77,40.0792,30.0659
3410,5001308502,33010628219,100,2974.1,40.06924585,30.05118701
3410,5008470272,33010729427,100,2970.46,40.37136285,30.15716011
3410,5008556747,33010737975,70,2970.38,40.40898443,29.86095421
3410,5001267988,33010438331,100,2970.19,40.21475003,29.81140607
3410,5009529180,3010938230,100,2970.15,40.34657,30.11184
3430,5001358107,33110128902,100,2969.57,37.4947,31.21975
3410,5001255944,33010118565,100,2969.55,40.10100347,29.9785463
3410,5001285125,33010292531,150,2968.47,40.12056218,30.05940858
3410,5001236232,33010097671,100,2966.02,40.42441174,29.85592677
3420,5001314322,33060022794,50,2965.69,39.77653398,29.91270164
3410,5010282605,3011003436,100,2961.13,40.339194,29.963499
3410,5001325929,33010603828,100,2960.39,40.41834283,29.80965507
3410,5001307689,33010504731,100,2957.56,40.09714387,29.86617012
3410,5001330075,33010421736,150,2957.24,40.23244449,29.83948385
3410,5009392286,33010930625,70,2950.94,40.24518644,29.96792899
3410,5001307601,33010145731,100,2950.88,40.10126195,30.00828113
3410,5001321654,33010648454,100,2948.03,40.27044183,30.30465128
3410,5001284957,33010455019,60,2946.04,40.17443089,29.85609868
3410,5001307408,33010094276,100,2944.16,40.09350028,30.00614245
3410,5001287001,33010411300,100,2942.59,40.11129488,29.95604965
3410,5010524891,3011032492,100,2942.16,40.42077364,29.87045352
3410,5001313729,33010313256,160,2932.85,40.22149862,30.08217073
3410,5001323313,33010434780,100,2932.7,40.13589128,29.95461581
3410,5008585941,33010741145,100,2931.9,40.45335621,29.79064448
3410,5001309686,33010340816,100,2931.32,40.25360274,29.95724458
3410,5001248915,33010082711,160,2930.38,40.09020998,30.00428805
3410,5001248979,33010082749,100,2928.41,40.0774,29.9406
3430,5001434727,33110354565,100,2926.5,37.4370957,31.28739851
3410,5001307281,33010111635,100,2924.02,40.27104491,29.97236255
3410,5004143109,33010669516,100,2922.6,40.26966086,29.83829885
3410,5001282178,33010123823,100,2919.88,40.25159543,29.96899432
3410,5010231501,3010990955,70,2914.19,40.23294449,30.09533894
3410,5001267098,33010121005,100,2908.04,40.42811488,29.8238513
3440,5001401838,33120110198,200,2904.8,38.28474088,30.44765625
3410,5001295515,33010338021,100,2902.93,40.10586292,30.06398615
3410,5007933941,33010680961,100,2901.72,40.10947001,30.08502741
3410,5009042830,33010788769,30,2899.37,40.24842,29.81371
3410,5009486323,33010936754,70,2898.07,40.30306,29.91316
3410,5001301104,33010266263,100,2898.06,40.24348401,30.08746395
3430,5001421122,33110203266,60,2895.56,37.40017395,31.33190875
3410,5001296553,33010517819,100,2893.29,40.09593718,29.86552767
3410,5011287502,3011100298,70,2892.47,40.36544599,30.05341606
3410,5001305323,33010325801,100,2891.58,40.097,29.9925
3440,5009395608,33120246731,40,2889.57,38.71447,30.34267
3440,5001410361,33120144383,60,2889.36,38.21035845,30.52987477
3410,5001296543,33010443125,160,2885.18,40.1880248,30.07216693
3420,5001314307,33060022785,200,2882.8,39.7987,29.9332
3440,5001349396,33120071213,100,2882.66,38.15124934,30.45730351
3410,5001310061,33010237388,100,2877.29,40.4245,29.83283
3440,5001335802,33120085489,150,2876.75,38.11682231,30.57238175
3410,5001302004,33010519063,100,2874.57,40.03686267,29.92671745
3410,5001328634,33010482357,100,2871.87,40.109786,29.93563433
3440,5009509007,3120252891,70,2870.66,38.21909,30.428
3410,5001278242,33010454021,160,2867.91,40.26507996,30.06291091
3410,5008125268,33010692603,100,2867.33,40.39066223,29.91028037
3440,5001335719,33120069331,160,2866.86,38.10199181,30.5936409
3440,5001438848,33120099072,100,2864.39,38.12253372,30.56135993
3410,5009400876,33010931201,100,2858.24,40.2707,30.2809
3410,5001278041,33010201714,160,2857.5,40.0534144,29.81041137
3410,5001301349,33010353799,100,2854.22,40.0498135,29.90273042
3430,5001444594,33110286394,60,2849.3,37.56231367,31.22702765
3410,5001299836,33010324044,200,2849.2,40.02132941,29.79099662
3420,5010947791,3060245987,30,2843.42,39.67717161,29.81325255
3410,5001267131,33010121023,100,2840.4,40.20114725,29.97407995
3420,5010840686,3060243409,200,2840.4,39.8235,29.9749
3410,5001311905,33010253837,100,2839.13,40.09925914,29.94911812
3410,5001285187,33010350877,100,2838.99,40.28369599,29.82276815
3410,5008174429,33010704160,100,2838.95,40.30628524,29.87826487
3420,5001322895,33060025188,160,2838.43,39.8355,29.8916
3420,5001334220,33060091970,200,2836.4,39.7474,29.8489
3440,5007980430,33120197538,100,2836.39,38.13003226,30.42455007
3430,5007888630,33110384493,60,2836.07,37.62743781,31.10710324
3440,5011011053,3120318901,100,2834.31,38.1615118,30.59451433
3410,5001259686,33010317344,100,2833.11,40.30604,30.04652
3410,5001326629,33010618830,100,2832.83,40.1673612,29.86577851
3440,5001430879,33120130207,150,2832.47,38.05670464,30.67194812
3420,5001329895,33060059435,100,2832.31,39.6188,29.8175
3410,5001289061,33010639114,100,2832.23,40.20049283,30.14265495
3410,5007987233,33010683391,70,2830.96,40.19244014,30.09389385
3420,5001322099,33060024681,200,2829.2,39.77095352,29.90583656
3410,5001278954,33010622144,100,2828.56,40.1288832,29.94633783
3440,5011713958,3120338322,40,2828.33,38.25213333,30.5325
3410,5001307369,33010112042,100,2828.31,40.37152084,30.09876816
3410,5010525176,3011032536,100,2825.93,40.06479922,30.00656022
3410,5001251778,33010117737,150,2824.24,40.091975,29.948017
3410,5001335323,33010636883,100,2822.38,40.2381207,29.80573703
3440,5001406250,33120077709,200,2821.6,38.26327234,30.43678946
3410,5001294917,33010174359,100,2821.21,40.22090006,30.02210957
3420,5001314601,33060022981,200,2819.2,39.86895419,29.77573675
3430,5009205348,33110450481,70,2817.74,37.57515763,31.22536168
3410,5001282891,33010500151,100,2817.1,40.05373812,29.94453467
3410,5001305097,33010325641,100,2816.56,40.34967424,30.05740362
3410,5008815378,33010766091,70,2816.29,40.3161611,29.85439195
3410,5009394691,33010931300,70,2815.71,40.20783707,29.9761409
3410,5001330161,33010406435,100,2813.91,40.0376,30.0002
3410,5008015857,33010687748,100,2813.72,40.13626039,30.01693731
3410,5009529319,3010939362,70,2809.99,40.41343,29.89665
3410,5007944175,33010681771,60,2807.88,40.33979261,30.06425957
3430,5001374936,33110164257,150,2807.41,37.52812735,31.19810688
3410,5001299991,33010324151,100,2806.9,40.1612,30.0434
3410,5001239510,33010116097,150,2806.52,40.42159122,29.84612076
3410,5001321372,33010648104,100,2800.83,40.09894217,30.00385192
3410,5001241102,33010098195,150,2789.55,40.17413941,29.87805113
3420,5001305523,33060036397,125,2788.22,39.79290695,29.93458507
3410,5001271382,33010121892,150,2787.8,40.22120758,30.03423831
3440,5001396941,33120093749,100,2787.71,38.27946267,30.49850335
3410,5001253110,33010100060,100,2786.97,40.1327,29.9935
3410,5008697646,33010754411,30,2785.5,40.21166645,30.14579358
3410,5001236303,33010081302,160,2783.49,38.21581913,30.50750856
3410,5001322242,33010329990,100,2783.28,40.18464557,30.04585724
3410,5004167656,33010665867,60,2779.54,39.9691,29.8877
3420,5001318367,33060100273,200,2779.2,39.5255,29.8635
3440,5011263432,3120326733,50,2771.9,38.31356324,30.47066478
3410,5001239601,33010241451,100,2769.15,40.23757073,30.12030893
3430,5001414703,33110351803,100,2767.06,37.3384261,31.29152608
3410,5001291099,33010322818,160,2762.9,40.28374271,29.94092206
3430,5001358159,33110274802,100,2760.25,37.52716227,31.23162217
3410,5001301262,33010353743,160,2751.8,40.28757739,30.02565801
3440,5008166123,33120205836,150,2751.7,38.28015507,30.41909095
3440,5009613754,3120256245,300,2751.6,38.11639731,30.48845443
3410,5001244278,33010116678,60,2751.55,40.28652702,29.96832112
3440,5001851954,33120187925,150,2750.92,38.16243956,30.55481724
3410,5001872576,33010660870,100,2750.34,40.1431,29.84495
3410,5001241395,33010098408,100,2748.3,40.22645654,29.95906963
3410,5008761830,33010760777,100,2747.84,40.15865753,30.03464304
3410,5001215324,33010095095,100,2745.79,40.21298136,29.89956714
3420,5004142073,33060174286,160,2744.43,39.79391166,29.92430246
3410,5001324578,33010360668,100,2743.4,39.9901,29.7986
3410,5001318310,33010462579,100,2739.16,40.18339807,29.85952496
3410,5001315328,33010342660,150,2736.8,40.21465167,30.09764291
3440,5001374436,33120106711,100,2736.13,38.19479046,30.54050853
3410,5001278963,33010484226,60,2733.85,40.18834751,30.13109077
3410,5001268676,33010102645,100,2733.45,40.23104,29.97739
3410,5009160130,33010800971,70,2733.24,40.33784869,29.8532719
3410,5001234822,33010114735,100,2731.62,40.29509775,29.95305494
3410,5009505822,3010937813,70,2731.41,40.03562627,29.96219161
3440,5011618501,3120335616,150,2729.1,38.17903551,30.58887717
3420,5001316791,33060114976,200,2728.8,39.79209732,29.93580218
3410,5001330696,33010406892,100,2727.61,40.45034044,29.80018552
3430,5001374785,33110147784,100,2724.67,37.41467814,31.30512453
3410,5001302445,33010398941,150,2724.56,40.17463788,30.04169425
3410,5001277165,33010104167,200,2722.8,40.22443802,29.81960533
3410,5001266660,33010362813,100,2721.31,40.32079696,30.12507157
3410,5008993691,33010782854,100,2720.57,40.17678,29.96474
3410,5009359454,33010925133,70,2720.55,40.05902719,30.07102915
3410,5009218353,33010911165,100,2719.98,40.21026039,29.94574999
3440,5001426792,33120065637,150,2715.93,38.18065,30.44611
3440,5010703168,3120297239,70,2715.15,38.24112983,30.43771741
3420,5001326918,33060058581,200,2714.8,39.57423789,29.84196835
3410,5001284149,33010515529,100,2714.6,40.08036862,29.8204
3410,5011377930,3011110221,70,2714.54,40.10304631,29.93341496
3420,5010543281,3060237869,125,2714.3,39.8056,29.9333
3410,5001330351,33010421951,150,2713.67,40.38576574,29.81352798
3420,5001318088,33060100068,200,2710.12,39.67017717,29.81632049
3410,5001287408,33010516339,100,2709.79,40.10443354,30.10960282
3420,5011460221,3060259024,100,2709.51,39.7384,29.7763
3410,5001317298,33010507680,100,2708.72,40.37028636,30.10866249
3430,5009439845,33110459932,70,2704.49,37.5086,31.2565
3410,5001327718,33010360981,100,2702.14,40.10470224,30.06913832
3410,5009514265,3010938463,100,2700.04,40.19278457,30.02358208
3410,5001300191,33010324296,100,2698.9,40.2936887,29.94032661
3410,5001215320,33010078693,100,2697.45,40.38118723,30.08213926
3440,5001415057,33120064095,160,2696.93,38.22146041,30.46641384
3410,5001305286,33010519967,100,2696.49,40.25521884,30.24033626
3410,5001285460,33010335960,100,2696,40.25653056,30.11828869
3410,5009659347,3010949153,70,2691.71,40.11440401,30.03243463
3410,5001326310,33010435590,100,2691.63,40.16674142,30.0418169
3430,5001393624,33110232212,60,2690.9,37.53894496,31.26431011
3430,5001381493,33110311030,100,2688.56,37.63240568,31.02447698
3410,5009573092,3010942608,160,2688,40.28577598,30.01185303
3420,5011297560,3060254977,70,2685.65,39.58152105,29.84231289
3430,5011385540,3110542242,100,2683.05,37.59255191,31.07398488
3430,5001366973,33110292103,200,2682,37.57132,31.10426
3410,5001285113,33010350831,150,2677.34,40.10298405,29.9491518
3410,5001295131,33010352595,100,2676.11,40.11763845,30.08441126
3410,5008886772,33010772071,160,2674.75,40.10752632,29.8982866
3420,5001314542,33060022945,200,2671.6,39.7983,29.9307
3410,5001330532,33010452518,160,2671.54,40.35408108,29.96182238
3410,5001239240,33010164316,100,2671.08,40.2355312,30.08809415
3410,5001248780,33010069390,150,2670.46,40.33692565,30.08743456
3410,5007906650,33010676261,100,2661.86,40.33523976,30.17087801
3410,5001330372,33010406604,100,2658.93,40.14535979,29.8997886
3410,5001281253,33010087370,100,2658.55,40.24989185,29.80916284
3410,5001329662,33010436793,150,2651.3,40.0734,29.93
3440,5001339782,33120134331,100,2650.11,38.32415902,30.45735741
3410,5001271046,33010363623,100,2649.91,40.33538923,29.95438794
3410,5001307585,33010145517,100,2646.59,40.12984677,29.98763976
3410,5001296743,33010205034,160,2643.1,40.26173694,29.99071319
3410,5001318335,33010343451,160,2642.96,40.23035991,30.30485009
3440,5001406135,33120110877,160,2641.91,38.2612432,30.52249553
3440,5011022670,3120319158,100,2638.47,38.2389,30.5191
3440,5009420273,33120249680,30,2637.24,38.09169,30.61934
3420,5001319689,33060100522,200,2636.4,39.8477,29.894
3410,5008344623,33010717829,30,2635.28,40.19730839,30.09814643
3410,5001210403,33010064295,100,2634.2,40.16498,29.85497
3410,5001315760,33010417161,160,2633.89,40.31225345,30.01712459
3430,5001344956,33110257042,150,2633.86,37.51687101,31.26684251
3410,5004144214,33010671443,60,2633.19,40.12986984,29.96061037
3410,5001239052,33010115680,100,2633.02,40.43484644,29.80712849
3410,5001296920,33010457363,100,2632.9,40.24533134,30.05687584
3410,5001287742,33010292915,150,2630.33,40.15500127,29.9861352
3410,5001282121,33010350269,160,2628.55,40.15562592,29.88196084
3430,5010895163,3110514810,200,2626,37.74351966,31.00457095
3410,5009359024,33010928476,30,2624.25,40.26901,30.19224
3440,5001419212,33120096606,60,2623.25,38.25660165,30.4620498
3430,5001409148,33110218151,60,2621.27,37.4967,31.2402
3410,5011344797,3011107691,150,2619.24,40.34192504,29.98830581
3410,5001252724,33010083183,100,2614.6,40.25394561,29.98309158
3410,5001268429,33010408510,150,2610.05,40.14304102,30.05463992
3410,5001300872,33010457917,100,2609.88,40.27134288,30.03250132
3410,5001310271,33010298632,160,2606.83,40.17522606,30.04316502
3410,5001290805,33010308523,100,2605.83,40.05869371,29.95137641
3410,5001253086,33010133294,160,2601.84,40.1776,30.0168
3410,5001287592,33010516455,100,2599.41,40.10634533,30.10460266
3410,5007931544,33010679933,150,2599.39,40.38795272,29.9614132
3410,5001269426,33010085802,100,2599.09,40.11897359,30.00309517
3430,5001408932,33110281487,100,2594.48,37.35319836,31.32533682
3410,5001300516,33010413627,160,2593.67,40.26722045,30.29650831
3410,5001332513,33010513060,100,2591.51,40.35682781,29.92556249
3410,5001293995,33010640133,60,2591.35,40.15601882,30.08691803
3410,5008148505,33010702531,100,2589.22,40.36864086,29.86121354
3410,5001305246,33010429921,100,2587.11,40.145101,30.02084498
3410,5001846589,33010654264,100,2586.18,40.0864,30.0271
3410,5001297053,33010127152,100,2584.82,40.16765126,29.99303062
3410,5001248264,33010286542,100,2583.68,40.0317,30.003
3420,5001334935,33060121451,200,2582.8,39.5572,29.8765
3410,5010935130,3011071857,70,2582.48,40.3779,29.884
3410,5001303515,33010504543,100,2582.08,40.13940144,29.93889028
3410,5001323605,33010435016,100,2581.3,40.3093347,29.82389067
3410,5001309703,33010355309,100,2580.73,40.108,29.9551
3410,5010621847,3011040331,150,2580.65,40.40592355,29.87397365
3410,5009040046,33010789130,70,2573.47,40.34721,30.0942
3410,5001326062,33010618393,100,2573.45,40.09037979,30.04174708
3410,5001287092,33010381176,100,2571.94,40.23215994,29.88752202
3410,5009643901,3010948085,70,2565.27,40.32524974,29.81773283
3410,5001328899,33010650283,60,2563.54,40.23556258,30.14761621
3410,5001313900,33010327636,100,2563.47,40.14844432,29.98352243
3410,5001306662,33010091560,100,2561.88,40.2368654,29.81351276
3430,5001409750,33110298091,60,2561.68,37.48338715,31.29935701
3410,5009740110,3010954921,70,2560.61,40.29811754,30.14173359
3410,5001273229,33010103508,160,2560.37,40.1403053,29.85996731
3410,5001319111,33010329210,160,2559.67,40.18384669,30.04589014
3420,5001320949,33060116335,160,2559.43,39.52622913,29.89920584
3420,5001333781,33060045458,200,2554.8,39.806,29.8836
3410,5001268601,33010408618,100,2554.73,40.22357473,29.8147332
3410,5001266823,33010332458,100,2554.54,40.12608536,30.03281462
3410,5001323224,33010404172,100,2554.51,40.13703902,30.05885624
3410,5001291826,33010456043,150,2554.45,40.02154547,29.84028477
3410,5001257039,33010083933,100,2552.18,40.16983192,30.01131944
3430,5001392908,33110167071,60,2550.4,37.52946135,31.19955632
3410,5010276175,3011000720,70,2547.39,40.38163598,30.13762813
3410,5001259272,33010167981,160,2547.38,40.28597961,30.00148671
3410,5001325689,33010331058,100,2546.82,40.14996094,29.96588647
3410,5008615500,33010745313,160,2545.78,40.2818,30.0828
3410,5001322653,33010403774,100,2544.7,40.26265701,29.80963454
3430,5001425312,33110155660,160,2538.91,37.51351169,31.2108551
3430,5001394620,33110328707,60,2538.59,37.39927354,31.31996699
3420,5001326881,33060058554,200,2538.4,39.5725826,29.83974639
3410,5001316549,33010432892,160,2537.89,40.34131855,29.95217202
3440,5001373967,33120058258,200,2537.6,38.26587624,30.48791097
3410,5001289783,33010138254,100,2537.39,40.19619084,29.91667251
3410,5001322844,33010403916,100,2535.47,40.28945057,30.02902654
3440,5001377499,33120107307,160,2535.12,38.19714624,30.51596064
3410,5001315349,33010357180,100,2534.77,40.39642936,30.09879167
3440,5001356667,33120120292,100,2534.15,38.19188476,30.47433116
3410,5001295508,33010234608,100,2529.48,40.24960807,30.13520987
3410,5008193774,33010706791,160,2528.63,40.19607164,30.09909813
3410,5001263029,33010332037,100,2527.65,40.05591133,29.93021881
3410,5001292226,33010125873,100,2525.58,40.39892642,30.11506816
3420,5001287585,33060033232,200,2523.6,39.84198283,29.78347384
3440,5011591558,3120334163,100,2522.44,38.18239828,30.5340152
3430,5001434669,33110318031,100,2521.54,37.34672151,31.29013484
3410,5008148287,33010704061,100,2521.23,40.38634772,30.02123954
3410,5001316088,33010447492,100,2520.04,40.42326359,29.836963
3420,5001314036,33060022598,100,2519.93,39.80238821,29.92965099
3410,5001272309,33010319714,60,2518.63,40.25381955,30.01784835
3410,5001311075,33010446074,100,2516.58,40.10209331,29.89426714
3420,5001308646,33060113718,200,2512.8,39.8571,29.8763
3410,5001275122,33010122325,100,2512.26,40.20460094,29.98582445
3410,5001261235,33010084618,100,2509.88,40.17681488,30.0127151
3430,5001358177,33110128949,100,2507.05,37.49750612,31.22131287
3410,5001260172,33010317667,160,2506.44,40.09938925,30.04716982
3410,5010002462,3010971341,100,2501.79,40.25186669,29.99211665
3410,5011449374,3011116860,150,2501.02,40.28624909,30.13816227
3410,5008373781,33010721222,100,2500.7,40.11158041,29.95098804
3410,5009656243,3010949091,100,2500.57,40.23798607,30.1472697
3410,5009367291,33010929400,100,2500.3,40.2817164,30.24579313
3440,5001380771,33120059353,100,2498.09,38.23069861,30.45128958
3420,5001313721,33060022382,200,2496.4,39.7959,29.9292
3410,5001306713,33010109520,100,2491.57,40.19208,29.84615
3410,5001862284,33010651692,100,2491.29,40.1101,29.9822
3440,5011191553,3120321110,100,2491.17,38.23321581,30.42545607
3410,5008883853,33010771799,100,2489.37,40.23447294,30.15813452
3440,5001426857,33120080025,200,2488.8,38.29704809,30.46986929
3410,5001296858,33010457327,160,2488.57,40.37433,29.81058
3410,5001307575,33010145419,100,2487.98,40.0986,29.9548
3410,5001309868,33010355416,160,2483.16,40.27291676,29.81101524
3410,5001330409,33010406631,100,2480.43,40.02400139,29.7934663
3410,5001297535,33010457711,150,2479.77,40.0256,29.9428
3410,5001299964,33010443411,200,2474,40.43113535,29.8182646
3410,5001284001,33010380535,100,2473.33,39.98615756,29.80200484
3440,5008005669,33120198016,100,2468.64,38.41887984,30.38292233
3410,5001296681,33010457210,100,2466.83,40.22726514,30.12594405
3410,5010287245,3011004451,150,2466.09,40.07303565,29.99839734
3410,5001219358,33010079313,100,2463.82,40.25955897,29.99991323
3410,5009505875,3010937072,70,2459.88,40.12545107,29.86602966
3410,5008521205,33010733143,70,2459.44,40.10253249,30.13633178
3440,5001415446,33120161428,100,2459.03,38.29725159,30.43302605
3410,5001239117,33010115741,100,2457.85,40.42283318,29.8327228
3410,5001252393,33010287209,160,2452.42,40.1172345,30.06247609
3410,5009603368,3010945010,70,2450.67,40.08000844,30.01624972
3410,5001267667,33010423113,100,2447.44,40.22979461,30.25215323
3440,5001344176,33120151261,30,2446.58,38.17234618,30.53614587
3410,5001269358,33010135593,100,2445.18,40.06211486,29.98271737
3420,5001319076,33060055777,100,2444.53,39.805,29.9231
3430,5001443078,33110319397,100,2441.94,37.565405,31.22525107
3440,5001349055,33120119433,60,2441.03,38.20774957,30.54135909
3440,5010689857,3120296376,40,2440.75,38.28124225,30.42776139
3420,5001323355,33060025535,200,2440.4,39.8033,29.9491
3410,5001283835,33010395421,150,2440.02,40.26558194,30.08611684
3410,5001300999,33010353583,100,2439.71,40.10508492,30.07443422
3410,5001278095,33010231517,100,2437.33,40.17981762,29.98173206
3410,5001300336,33010280807,160,2435.01,40.15464,30.04004
3420,5001296642,33060034552,300,2434.2,39.75621433,29.93736924
3410,5009050361,33010789981,70,2433.67,40.38486207,29.80697154
3410,5010326107,3011009055,70,2432.51,40.3005,30.2953
3410,5001281111,33010137201,100,2432.43,40.20438831,29.98411362
3410,5001321582,33010648365,100,2431.92,40.30497922,30.1397533
3440,5001435289,33120164214,100,2429.86,38.32217962,30.42411976
3440,5001336502,33120069734,150,2428.48,38.29400213,30.47387763
3440,5001427335,33120146637,60,2427.26,37.98125817,30.73299995
3410,5001330697,33010422251,100,2426.63,40.42151656,29.87468305
3410,5008682634,33010750476,70,2426.17,40.14334602,29.8439736
3420,5009294773,33060211174,100,2424.47,39.4453,29.83873
3430,5001380852,33110364221,60,2423.52,37.58044231,31.14315229
3410,5001296912,33010353028,160,2422.35,40.21406458,30.04942133
3430,5001428064,33110156095,60,2422.14,37.3711,31.2897
3420,5001316223,33060023414,200,2421.6,39.76837406,29.90585159
3440,5011750584,3120342675,70,2419.18,38.23490811,30.50401514
3410,5010212585,3010996162,70,2418.29,40.34745654,30.15831689
3440,5004141568,33120191258,60,2417.32,38.24888446,30.53909385
3410,5008594992,33010742975,100,2417.26,40.2254162,30.15906178
3410,5001290113,33010028314,60,2416.76,40.20587,29.99788
3410,5001241091,33010081751,100,2416.23,40.17847311,30.00741161
3440,5011801212,3120344698,100,2416.03,38.17829543,30.44291392
3410,5001306181,33010459804,100,2414.21,40.0043,29.9181
3430,5010988881,3110527068,70,2411.78,37.4045643,31.2685357
3440,5001360826,33120137173,60,2410.45,38.13974258,30.5795137
3410,5009435748,33010925607,100,2409.75,40.20454,30.26212
3440,5011706914,3120338082,100,2409.35,38.24543984,30.49658872
3410,5008554968,33010738749,100,2408.31,40.11257201,30.0045989
3410,5001305484,33010384731,100,2407.71,40.31142509,29.95836701
