Office,التجهيز,Subscription,Breaker,consumption,x,y
3410,5001260520,33010274336,200,1108.8,40.20520896,29.97089466
3410,5001271471,33010121945,60,1108.45,40.20625818,29.98259466
3410,5001292294,33010158730,100,1106.58,40.39047288,30.05916239
3440,5001361017,33120072542,200,1104.4,38.08068997,30.63082426
3410,5001291012,33010381766,100,1102.74,40.3625682,30.13167754
3420,5001331541,33060029777,30,1101.44,39.87040862,29.82103801
3420,5001296151,33060065915,60,1100.81,39.90387208,29.79510525
3420,5001322834,33060025132,200,1100.8,39.91215962,29.7624831
3420,5011831240,3060271913,70,1100.34,39.84750186,29.82781462
3410,5001222907,33010112740,200,1099.84,40.05003354,29.98706691
3410,5001227900,33010096341,100,1097.47,40.37980496,30.08251229
3410,5009015202,33010785936,100,1097.44,40.46541,29.78045
3430,5001414739,33110331023,200,1097.2,37.66219796,31.05314366
3430,5001439682,33110285299,60,1095.09,37.37930665,31.30635237
3410,5001321551,33010631733,60,1093.34,40.22390294,30.14802892
3420,5010548621,3060237761,70,1093,39.88815361,29.83247992
3410,5009913118,3010965433,100,1092.56,40.05234684,29.95666384
3410,5001279113,33010622261,100,1092.03,40.41292131,29.91663425
3420,5001299610,33060141392,400,1091.2,39.47415742,29.93496169
3410,5001295670,33010382182,100,1089.77,40.1424994,29.97630416
3410,5001296902,33010457354,60,1089.34,40.34613633,30.07382311
3410,5008376891,33010720379,100,1085.56,40.13229703,29.94037863
3420,5001315936,33060023218,100,1084.68,39.8011,29.9199
3410,5001287519,33010610063,400,1083.2,40.08792618,30.04250568
3410,5001266974,33010347881,100,1081.92,40.11335369,29.977586
3410,5001307313,33010093958,160,1081.24,40.10199892,30.0151958
3440,5012010350,3120350336,150,1081.06,38.2054821,30.4389182
3420,5007875933,33060175096,150,1080.63,39.68553727,29.83780506
3410,5001314266,33010327903,160,1080.38,40.05125305,29.93386152
3410,5001288575,33010125443,100,1079.55,40.102,29.9664
3410,5009346358,33010927684,70,1077.53,40.33636,29.9537
3410,5001223362,33010113031,100,1076.55,40.10236866,30.01086012
3410,5001323757,33010359237,100,1076.18,40.26346697,30.07435823
3440,5011672629,3120337559,40,1074.41,38.21090897,30.5601421
3410,5001230821,33010114001,100,1074.28,40.19863085,29.97373394
3410,5001293504,33010089623,100,1073.91,40.22033865,29.88507401
3420,5001330613,33060043892,200,1072.4,39.8169752,29.86085569
3430,5001370872,33110130428,150,1072.37,37.60500888,31.091887
3430,5001409659,33110070615,100,1072,37.37114237,31.28370033
3410,5001230700,33010113891,100,1071.31,40.20873743,29.97685522
3440,5008625494,33120222962,30,1067.32,38.26195133,30.52700531
3410,5008472642,33010729418,70,1065.39,40.08950957,30.14082386
3410,5001289905,33010075575,100,1064.96,40.21037362,29.96767837
3440,5001361514,33120153829,100,1063.42,38.12683862,30.36099239
3440,5001361461,33120137530,100,1063.41,38.2104014,30.54840805
3440,5009310877,33120246221,40,1063.29,38.27806,30.48369
3430,5001432084,33110073813,160,1063.21,37.40503352,31.32512964
3410,5009736221,3010954233,100,1061.93,40.18880644,30.29919162
3440,5008409541,33120212803,100,1061.09,38.71630649,30.31044206
3430,5001396915,33110366593,100,1061.05,37.54286669,31.27672642
3410,5001293595,33010089697,100,1060.97,40.2308299,29.88677281
3410,5008096050,33010689896,70,1060.85,40.31316042,29.86287152
3410,5001313436,33010506682,60,1059.49,40.23945394,30.09074197
3440,5001380950,33120091619,100,1058.39,38.23860299,30.44669907
3440,5009482029,33120251310,50,1058.29,38.15662628,30.41861707
3410,5001255305,33010317095,160,1056.63,40.24084653,30.05012436
3440,5011790473,3120344295,40,1056.51,38.2214,30.4664
3420,5001290695,33060033321,200,1056,39.8056,29.9564
3410,5001277945,33010231437,100,1055.98,40.08915043,30.01230121
3430,5001373943,33110325572,30,1055.67,37.52748329,31.28533418
3410,5001281962,33010123691,100,1054.07,40.1022,29.9608
3410,5010908151,3011068225,70,1053.79,40.18326737,30.03016808
3410,5007962675,33010683201,200,1053.2,40.36098902,29.85328772
3420,5010563751,3060238150,70,1052.64,39.86867852,29.81912278
3410,5001277338,33010104265,100,1052.34,40.17056254,30.01927419
3420,5001320467,33060101109,160,1051.62,39.72569275,29.79065171
3420,5001324217,33060102124,200,1051.2,39.53128812,29.86388502
3440,5010281383,3120281838,150,1050.44,38.665,30.3545
3430,5001851461,33110373589,100,1049.52,37.564406,31.25025339
3420,5001303402,33060127301,150,1048.44,39.76931868,29.96452454
3410,5009077481,33010794283,100,1047.95,40.19125585,30.08508769
3430,5001851549,33110372741,60,1047.59,37.54801736,31.24566867
3410,5001257009,33010070720,160,1047.19,40.34052711,30.07134106
3440,5012011684,3120351048,150,1045.71,38.18118433,30.52473448
3440,5007893305,33120192602,60,1044.94,38.23107245,30.4616538
3420,5011564118,3060261050,40,1044.44,39.52625596,29.8578714
3440,5001336402,33120069681,100,1042.87,38.20299208,30.51390462
3430,5008724974,33110427410,30,1041.64,37.70175552,30.99606575
3410,5001275962,33010439614,100,1037.55,40.35810118,30.15400498
3410,5001253048,33010100032,100,1036.16,40.104,29.962
3420,5001296590,33060034525,200,1036,39.84004543,29.94427683
3410,5001280805,33010087128,100,1034.49,40.09038778,29.80586778
3410,5001292788,33010106537,100,1034.39,40.2156,29.9708
3410,5001223881,33010129200,100,1032.87,40.17573104,30.01277672
3410,5001198639,33010047211,100,1031.1,40.23097,29.9703
3410,5001322133,33010617091,60,1031.06,40.4545116,29.75752243
3410,5001281896,33010291767,100,1030.38,40.30010233,30.02236147
3410,5001309918,33010460242,100,1030.35,40.13566112,30.11487072
3410,5001307316,33010093967,150,1029.72,40.09988744,30.01602877
3420,5001305659,33060052621,200,1028.4,39.82872973,29.83152901
3410,5001286335,33010105521,100,1027.23,40.2492,29.9702
3410,5001289872,33010105871,100,1026.91,40.0709,29.9432
3410,5001317281,33010507661,100,1026.41,40.35725468,30.12784134
3410,5008001303,33010685073,70,1025.24,40.23074162,30.08497344
3410,5001218671,33010095291,100,1022.21,40.10371992,30.00218217
3410,5008521833,33010734436,70,1021.63,40.1498922,29.90515398
3440,5011888475,3120347303,40,1018.66,38.091,30.6015
3420,5001301825,33060067016,100,1018.27,39.683847,29.65755237
3430,5001340347,33110337395,60,1016.86,37.36377042,31.27774219
3410,5001317561,33010508014,100,1015.87,40.07584005,30.14283022
3440,5001340328,33120019732,90,1011.91,37.93628345,30.73428137
3410,5001302430,33010311046,100,1011.75,40.0649973,29.95989758
3410,5010548039,3011023617,70,1010.27,40.29984556,30.02928685
3430,5001357323,33110323489,60,1009.48,37.64901248,31.06847425
3410,5010388273,3011015858,100,1008.66,40.05185232,29.84055934
3410,5010619544,3011039976,70,1008.55,40.05176658,30.07473482
3410,5001295037,33010126487,100,1008.38,40.1023,29.9633
3410,5011617399,3011127916,150,1007.88,40.2434165,29.8127071
3430,5001421355,33110072208,100,1006.24,37.36812522,31.31347355
3410,5009388353,33010921789,70,1003.61,40.42978,30.05382
3430,5001367176,33110361981,100,1002.51,37.42451792,31.28697128
3420,5001319593,33060024331,80,1002.35,39.76934658,29.90576112
3410,5001318290,33010210080,60,1001.39,40.40594281,30.07841355
3410,5001314992,33010356923,100,1000.44,40.0983,29.9911
3420,5001333151,33060107800,200,1000,38.84980002,29.75849741
3440,5001357177,33120104459,200,1000,37.96305856,30.69753005
3410,5001249160,33010082856,100,999.71,40.10330054,29.96271196
3410,5001286214,33010105450,100,999.03,40.23084525,29.89241802
3430,5001371279,33110114317,150,998.39,37.3678,31.2997
3430,5001427685,33110188929,160,998.1,37.511102,31.2686572
3410,5001270700,33010121426,100,997.43,40.18556858,29.86057519
3440,5009658189,3120257547,160,996.52,38.71539,30.33451
3410,5001326137,33010450371,100,994.81,40.28639982,30.06784359
3440,5009695278,3120258661,100,994.52,38.26008687,30.50603821
3430,5001427723,33110204254,60,994.51,37.53930175,31.28306817
3410,5001308559,33010628273,100,993.61,40.04191415,29.8895156
3410,5008308247,33010713795,100,992.57,40.29470495,30.2206975
3410,5001326327,33010331568,100,991.92,40.16156478,29.96792255
3420,5010843752,3060243561,70,991.86,39.83380559,29.83066893
3440,5011669527,3120337521,50,990.35,38.2887818,30.47449205
3440,5001377597,33120091421,60,990.33,38.21863914,30.4862712
3430,5001432069,33110139737,100,989.95,37.37595248,31.26552043
3440,5011724509,3120337076,70,989.4,38.17421571,30.43525645
3420,5011071671,3060248890,70,988.81,39.79947387,29.93391869
3440,5011621346,3120335081,70,988.68,38.2336,30.5054
3440,5009676003,3120257986,40,988.31,38.14506918,30.48415649
3410,5001302638,33010444534,100,988.12,40.09049966,30.00964289
3430,5009872441,3110475220,70,988.01,37.54506241,31.23589392
3410,5001289062,33010486051,100,987.74,40.27431295,30.08885775
3410,5004144209,33010671158,60,986.99,40.11064424,29.84317727
3440,5011868910,3120347125,100,986.76,38.2044,30.5453
3430,5001435818,33110173407,100,986.48,37.5163754,31.22071466
3410,5007992830,33010684432,100,986.33,40.30988771,29.89008651
3410,5001307507,33010144663,100,984.18,40.23669938,29.98056871
3430,5009433006,33110462858,70,983.12,37.55527333,31.250852
3440,5001410132,33120078143,200,982.8,38.23122792,30.52433603
3430,5001415191,33110369352,60,982.29,37.60276957,31.08791532
3430,5001350620,33110010662,100,981.75,37.3725024,31.30556432
3440,5011834801,3120345739,50,979.78,38.1638,30.4966
3410,5001297070,33010127161,100,979.2,40.30395962,30.15176518
3410,5011733593,3011146312,70,978.81,40.30949959,30.04906257
3410,5008391636,33010723236,100,977.61,40.28447822,30.28884921
3430,5001432053,33110123236,100,977.35,37.39842715,31.27439715
3440,5011739071,3120342138,70,977.32,38.26373618,30.4668545
3410,5001300667,33010457793,100,976.24,40.12415844,30.11126128
3410,5001275165,33010349105,100,975.57,40.15236746,29.87882495
3410,5001323837,33010479370,100,975.39,40.1326006,29.93685698
3440,5011717108,3120338734,70,975.32,38.17882694,30.47725022
3430,5001413489,33110170236,100,975.01,37.46219828,31.28317665
3410,5001302023,33010413968,100,974.93,40.0232,29.89
3410,5008127588,33010701032,100,974.64,40.31953551,29.86128707
3420,5011681637,3060267661,70,974.04,39.88159621,29.81586057
3430,5004167474,33110383262,60,972.45,37.56672047,31.20184085
3430,5001371388,33110260235,60,971.7,37.52303882,31.22588749
3410,5001297514,33010127439,300,967.8,40.28839837,29.94470458
3410,5011069060,3011082224,70,967.59,40.18234928,30.01414712
3440,5011829020,3120345514,70,967.31,37.9353,30.7412
3440,5009375053,33120247729,30,966.85,38.2604,30.5041
3410,5008078261,33010688226,100,965.16,40.1122,29.9798
3430,5001336305,33110358161,100,965.12,37.36035307,31.29527724
3410,5001322293,33010448981,150,962.15,40.06246799,29.91631929
3410,5001306992,33010110511,100,961.72,40.10738566,30.00937065
3440,5001367126,33120105474,200,960.8,38.26968335,30.4440268
3410,5001268604,33010275709,200,960.4,40.25550116,30.14067572
3420,5001307784,33060158381,150,960.29,39.6531,29.8596
3410,5001241074,33010053101,100,959.36,40.22303263,29.8708105
3410,5001240893,33010098088,200,959.2,40.12378319,29.98701687
3410,5001297566,33010457739,100,958.3,40.32147673,30.14124826
3440,5001349609,33120152115,60,957.99,38.18007,30.45578
3410,5008654554,33010747523,100,957.69,40.28871,30.06359
3410,5001301534,33010458342,100,957.35,40.14347853,29.93376631
3440,5001439530,33120018092,90,954.76,38.21122705,30.51242645
3410,5008096044,33010690645,100,954.59,40.34734459,30.11025508
3410,5001239247,33010115877,100,954.09,40.1178,29.9806
3420,5011991998,3060276197,40,953.66,39.87145548,29.81872109
3440,5001402300,33120126699,60,952.41,37.96380847,30.73269749
3430,5001397166,33110344809,60,952.03,37.71505152,30.98118706
3440,5001427269,33120129879,60,952,38.15751053,30.52686271
3410,5001307189,33010093420,100,951.95,40.28855081,29.95401254
3410,5001325952,33010404655,100,951.67,40.08878088,29.93237846
3430,5004150274,33110381357,60,949.57,37.670054,31.07885989
3440,5001439616,33120067749,150,949.07,38.13704243,30.58038737
3410,5001293414,33010089552,100,943.6,40.09305287,30.01518788
3410,5001332269,33010652359,60,942.28,40.17595328,30.07722236
3430,5001377479,33110310453,100,942.19,37.50032884,31.2918573
3440,5008174396,33120206225,125,941.47,38.0842399,30.58468947
3440,5010830727,3120306651,40,939.13,38.08777495,30.59845551
3410,5001295294,33010337866,100,938.85,40.29352178,30.03647166
3440,5011797607,3120342129,250,938.5,38.28999998,30.36899916
3410,5004138697,33010669964,60,938.09,40.15425927,30.01559706
3410,5009222112,33010914185,100,936.79,40.04522,30.04582
3410,5001295590,33010126843,100,936.44,40.2016749,29.98817231
3410,5001307230,33010093564,100,935.31,40.23371951,29.81264539
3420,5011575028,3060263617,100,933.28,39.45554712,29.83137203
3430,5009299969,33110457295,70,933.27,37.5057,31.2101
3440,5001386008,33120124308,60,932.62,38.08940765,30.56771768
3410,5001323325,33010434799,100,932.25,40.08178204,30.01228635
3420,5008054143,33060179415,100,931.6,39.83288983,29.91296196
3410,5001269212,33010085670,100,931.19,40.16190834,29.99442182
3410,5010424842,3011014411,70,930.32,40.455,29.7794
3410,5001238888,33010115545,100,928.42,40.0942,29.9561
3420,5011311011,3060254860,40,927.38,39.87019794,29.81698987
3440,5011520803,3120332679,100,927.36,38.25321863,30.47920061
3430,5001361303,33110324029,30,925.06,37.49387144,31.40429201
3410,5001313237,33010491392,100,921.85,40.29610828,29.83996747
3420,5010598289,3060239219,50,921.42,39.86768018,29.81820174
3420,5001319305,33060024153,200,919.6,39.8318,29.9134
3410,5001239527,33010116103,100,919.38,40.17981996,29.98173087
3430,5008476861,33110415160,70,919.09,37.47849943,31.21798442
3410,5010671970,3011040206,70,917.76,39.99148565,30.00148457
3410,5001335331,33010636909,100,915.44,40.06886215,30.04899458
3410,5001282069,33010454503,100,915.04,40.38128,29.81986
3430,5001444358,33110207022,100,914.12,37.4282391,31.3069315
3440,5001449802,33120069019,200,912.4,38.12092274,30.56560742
3410,5001265523,33010102556,160,912.27,40.2296476,29.9609309
3440,5011715998,3120338968,40,911.99,38.31062564,30.40267487
3410,5001301148,33010458084,100,911.91,40.45124881,29.79207993
3410,5001241612,33010098524,200,910.8,40.37945267,30.07562682
3410,5001849462,33010655109,100,910.38,40.28792066,29.93747609
3410,5001317480,33010492809,60,909.3,40.16144437,30.0108486
3440,5001402039,33120159420,60,908.92,38.24886592,30.46495764
3410,5001266834,33010120831,100,908.67,40.26002895,29.95808078
3410,5001269643,33010085947,100,907.06,40.22994357,29.81171171
3410,5001307483,33010094605,100,904.84,40.09601799,29.95860842
3420,5001313707,33060022373,200,904,39.7997,29.9182
3410,5008247999,33010707653,100,904,40.19625021,30.06601668
3410,5001240661,33010131173,100,903.41,40.17017146,30.01312904
3430,5001389306,33110150430,60,902.59,37.66915011,31.0182068
3440,5001430945,33120016113,100,902.21,38.21619262,30.47247858
3420,5001304542,33060097024,200,901.6,39.79053612,29.85437016
3440,5008521938,33120218001,100,901.58,38.16765172,30.41677683
3410,5001298258,33010090419,100,899.07,40.09422,30.01165
3410,5001327760,33010465285,100,898.19,40.13584727,29.94880107
3440,5001336306,33120085756,160,896.9,38.10321399,30.57492204
3410,5001288515,33010336591,100,896.74,40.07045338,29.96519186
3440,5001445842,33120082558,60,896.08,38.26577613,30.44055752
3410,5001310831,33010521034,60,893.92,40.26769664,30.08080963
3430,5001848018,33110374002,60,893.62,37.65803,31.07213
3420,5001283883,33060063760,400,891.2,39.70431196,29.81070174
3410,5004138691,33010667781,100,891.1,40.06081776,30.00936246
3410,5001287496,33010381425,100,886.39,40.4155,30.0736
3420,5001296477,33060034454,30,885.71,39.7922,29.9285
3410,5010466160,3011020894,100,885.22,40.03574391,30.01011525
3410,5008402965,33010724494,100,883.72,40.16575887,30.00425921
3420,5001849786,33060170723,100,883.31,39.67296947,29.85973444
3440,5008165700,33120204104,40,883.06,38.13016758,30.37193502
3420,5009255229,33060210186,250,882.5,39.85511196,29.8040447
3440,5001349470,33120103550,150,881.97,38.11333401,30.57860506
3410,5001281001,33010087235,200,881.6,40.28799297,30.16684253
3410,5001301358,33010458226,100,880.74,40.13587921,29.97918684
3410,5001226794,33010113326,100,878.25,40.21758754,29.87827795
3440,5009686373,3120258455,40,877.27,38.29062197,30.46325395
3440,5011805717,3120344642,40,875.88,38.1564,30.4411
3410,5010154728,3010988231,70,875.49,40.058518,30.032336
3410,5001300263,33010324349,100,875.26,40.17348427,30.05472974
3410,5001234727,33010114673,100,874.86,40.40376942,30.07178298
3410,5011345289,3011100019,70,874.82,40.37715577,29.82564012
3410,5008482304,33010730983,70,872.79,40.31519248,29.81863498
3410,5001871957,33010663076,100,871.89,40.37634927,29.96176408
3420,5001321404,33060116907,150,871.04,39.58328661,29.87044492
3430,5001379405,33110131846,60,870.93,37.51445516,31.26724819
3410,5008070039,33010696246,100,870.92,40.4424299,29.79380067
3420,5001350289,33060163522,100,870.8,39.76742609,29.78501086
3440,5001348939,33120020653,90,870.37,38.25433053,30.49471758
3410,5001277787,33010364531,100,870.29,40.19802716,30.03024925
3420,5001327515,33060027422,200,866.4,39.8035,29.9203
3410,5010581227,3011020268,70,866.21,39.97564613,30.018442
3410,5001323733,33010359193,150,865.92,40.14216375,30.05226435
3410,5001264919,33010084977,160,864.78,40.39004629,30.1015364
3440,5011088795,3120318400,100,864.09,38.51875389,30.42861661
3410,5001304187,33010128561,100,863.09,40.4019648,30.06110374
3410,5001275534,33010155470,60,862.82,40.08760869,29.95094978
3410,5008148482,33010702675,100,862.8,40.28771,29.93709
3410,5008451397,33010728608,100,862.54,39.97826329,30.00722877
3410,5001316314,33010328642,150,862.18,40.19862991,29.80577761
3410,5008756760,33010758859,70,861.62,40.4027,29.8566
3430,5001424754,33110155329,60,861.04,37.34565054,31.29814577
3440,5001357491,33120056137,100,860.57,38.27416235,30.49804659
3410,5001286763,33010515903,100,860.44,40.26366967,30.15250131
3440,5011241834,3120326081,100,860.09,38.25855204,30.50212303
3410,5010116600,3010983075,70,859.8,40.3347888,30.05487661
3430,5009321319,33110457114,30,859.12,37.36133,31.29665
3410,5010047699,3010975725,50,858.4,40.37026584,30.10939996
3410,5001329670,33010391154,160,858.25,40.2955987,30.03648844
3420,5009209618,33060209480,150,857.53,39.6405,29.8147
3440,5010841495,3120307531,30,857.27,37.94593339,30.74387656
3410,5001287829,33010336180,100,856.58,40.15510153,29.89291082
3410,5001300081,33010443493,30,855.75,40.31603013,29.95502364
3410,5001267066,33010120984,100,855.47,40.21744735,29.88201457
3410,5007964771,33010680611,100,854.73,40.27179595,30.14764085
3410,5004144184,33010648507,100,854.38,40.07886647,29.8942914
3420,5001314277,33060022767,200,852.8,39.82893325,29.8988669
3410,5009278511,33010920253,70,851.86,40.32795888,29.85474392
3440,5001454609,33120084516,60,851.44,38.26531042,30.49119697
3410,5009692827,3010950664,70,850.4,40.19792789,29.81367589
3420,5001316703,33060144821,400,849.6,39.70625912,29.76477455
3410,5001277751,33010291079,150,849.16,40.14683594,30.0072721
3440,5001443417,33120099911,60,849.12,38.30338337,30.4589053
3410,5001314451,33010284314,100,848.52,40.24410598,30.16110136
3410,5001295362,33010234528,160,847.36,40.07317917,29.81337348
3440,5001356679,33120055677,60,847.05,38.23454199,30.46215345
3410,5001321193,33010631297,60,846.95,40.27369684,30.16921725
3430,5004160215,33110382336,60,846.77,37.60886818,31.08163624
3440,5008626454,33120222908,100,845.88,38.19081,30.4195
3410,5001286209,33010087960,100,844.81,40.18558636,29.86016469
3410,5001306518,33010460019,100,844.54,40.3266,29.9648
3410,5001219451,33010050217,100,843.84,40.25325575,29.99572932
3410,5010362350,3011004424,70,842.61,40.34690313,29.87483675
3430,5008388445,33110409019,70,842.33,37.6252934,31.02583282
3420,5011010053,3060247257,100,841.76,39.86539903,29.82202736
3440,5011801474,3120344615,70,840.99,38.18071669,30.46775382
3420,5001316595,33060023666,200,840.8,39.80075892,29.92392075
3430,5001380761,33110326551,100,840.57,37.65793961,31.05753885
3420,5010733794,3060241244,70,834.53,39.86744441,29.79210524
3440,5001414873,33120111776,200,834.4,38.15117801,30.52921709
3440,5001402386,33120110483,100,834.31,38.19605634,30.54214034
3430,5001413134,33110086722,100,833.79,37.33770449,31.28959913
3410,5001262791,33010244687,100,833.64,40.1054,29.9594
3410,5001862270,33010658067,100,832.85,40.38308478,29.94919148
3410,5001308801,33010445200,100,830.35,40.22160056,30.08329652
3430,5001412729,33110169791,100,830.1,37.50924514,31.2326338
3410,5001328955,33010650354,60,829.79,40.14871022,30.10939875
3410,5010824593,3011059997,70,829.6,40.13812586,29.98070942
3410,5008453816,33010728564,100,829.33,40.32144131,29.86117911
3440,5001431023,33120066321,160,827.62,38.02787592,30.69072968
3410,5001231724,33010035444,100,827.59,40.18873858,29.9811618
3440,5011481623,3120331297,100,826.89,38.29052293,30.4849977
3440,5011924024,3120348866,100,826.67,38.1973484,30.53790663
3410,5001317670,33010193720,60,825.63,40.19571,29.91785
3430,5001416932,33110170497,100,825.17,37.52631989,31.23648169
3410,5001251772,33010257747,100,823.9,40.23306559,30.10622549
3410,5008268269,33010711576,70,823.65,40.34811421,29.96216991
3410,5001278108,33010122942,100,822.35,40.20874229,29.97292024
3410,5001210215,33010048818,100,822.27,40.19580147,29.91197087
3440,5009396325,33120249296,70,821.91,38.23494,30.4976
3410,5001328642,33010466818,60,821.2,40.07058407,29.97373808
3410,5001294391,33010640563,100,820.8,40.06308653,29.97069782
3410,5001241378,33010131709,100,820.25,40.2048,29.9813
3430,5001375261,33110047608,160,819.53,37.35289201,31.29732504
3410,5001295265,33010337848,60,819.26,40.31017409,30.02138948
3410,5008469987,33010729919,70,817.82,40.13598555,30.05608008
3440,5001340486,33120019831,90,817.06,37.95628834,30.73495017
3410,5001275588,33010122639,100,816.79,40.21871444,29.99476733
3430,5001439849,33110174001,200,815.6,37.51221366,31.22446987
3420,5001313610,33060144723,300,814.8,39.46502237,29.92166197
3410,5001292705,33010138915,100,814.75,40.20440702,29.98443993
3410,5001264823,33010101970,100,812.9,40.25913428,29.98261452
3410,5008174307,33010703707,70,812.41,40.2303966,29.82045427
3410,5001257551,33010071057,100,809.57,40.32258345,30.09327838
3410,5001231296,33010114351,100,808.92,40.22885308,29.87698252
3440,5011093340,3120321451,50,808.2,38.1414549,30.55154753
3410,5008043013,33010688075,100,807.85,40.18414056,30.14015466
3410,5001327749,33010361057,150,807.54,40.08014732,29.95554055
3440,5001335691,33120085415,200,807.2,37.87171014,30.79520579
3410,5001234808,33010114726,100,806.46,40.19937743,29.97739092
3440,5001349608,33120087572,60,804.9,38.29022874,30.47400753
3410,5010512659,3011015301,200,804.4,40.27995272,30.17491513
3410,5001291525,33010279557,100,800.77,40.24725958,30.16674365
3410,5001236039,33010052463,60,800.45,40.20738,29.98806
3410,5001314296,33010327921,150,800.17,40.13603724,30.01669918
3440,5009072072,33120236681,100,799.88,38.41093033,30.42643855
3430,5001354501,33110226396,60,799.54,37.53607292,31.26860886
3410,5001330100,33010421754,100,799.46,40.12176687,29.96706469
3410,5001292781,33010076222,100,797.52,40.20800922,29.97342172
3440,5001374348,33120106669,200,797.2,38.37910543,30.42077022
3410,5001296210,33010280039,160,796.48,40.40018829,30.09192745
3440,5008335257,33120210569,70,796.07,38.21227,30.50746
3410,5001321190,33010647564,60,796.06,40.40934327,29.82077774
3420,5001331647,33060029973,200,796,39.8295,29.9239
3410,5001286453,33010088107,100,795.8,40.10855757,29.99181357
3410,5001310521,33010355855,100,795.6,40.39585262,30.09225821
3410,5008564652,33010737877,30,795.14,40.04434447,29.83861589
3410,5001297009,33010457416,60,792.76,40.02626402,29.87192656
3410,5001306459,33010207351,150,792.33,40.04533658,29.99330547
3410,5001318662,33010402409,100,791.69,40.00509722,30.00846491
3410,5008430736,33010726917,100,791.51,40.23035403,30.14250123
3410,5001222746,33010112641,100,791.08,40.20784738,29.97826868
3430,5004158558,33110382345,200,788.8,37.59671407,31.0819622
3440,5001336482,33120069725,150,788.29,38.17345871,30.47634264
3430,5001382221,33110165559,100,788.21,37.46624239,31.23688156
3410,5001268118,33010423427,100,787.29,40.25966181,29.94329177
3410,5011345363,3011109159,50,786.77,40.14265078,30.11470254
3430,5001366716,33110361757,100,784.95,37.484296,31.26433956
3410,5001331220,33010407460,100,781.79,40.17965056,29.96632352
3410,5004155912,33010673303,100,780.5,40.47969495,29.76888607
3420,5001280169,33060047640,100,777.75,39.8736998,29.77950257
3410,5011256987,3011098841,70,777.26,40.09741031,30.06821705
3420,5001332379,33060120623,150,775.93,38.83070311,29.74098903
3420,5001326224,33060058044,100,775.79,39.5745864,29.83729253
3420,5001287567,33060033214,30,773.74,39.8064,29.9242
3410,5001290367,33010106232,100,772.35,40.25374128,29.98014738
3410,5001248716,33010082613,100,771.83,40.29905612,30.15682277
3430,5001358398,33110129061,160,771.13,37.51358016,31.24255107
3440,5009343234,33120247504,50,770.96,38.2256,30.5136
3420,5001331724,33060134754,150,769.69,39.6986,29.8339
3420,5011717447,3060269030,70,768.79,39.8780517,29.80619198
3440,5011780922,3120343986,40,767.99,38.28673829,30.44296864
3410,5001236384,33010097760,100,766.77,40.38376773,30.09988579
3440,5008921568,33120231587,50,766.4,38.24691192,30.45550198
3440,5001450566,33120117232,100,765.45,38.17319639,30.45272591
3440,5001361276,33120072650,60,764.56,38.24737106,30.50229896
3440,5011906677,3120347902,70,763.55,38.2002,30.4589
3410,5001263943,33010437692,100,763.04,40.07820844,30.00063845
3410,5001271627,33010348823,100,761.25,40.40046869,30.0796065
3440,5008521624,33120218208,50,760.6,38.1072645,30.35295443
3410,5001297241,33010265776,100,760.39,40.29006794,30.01986695
3430,5001356968,33110360741,160,760.28,37.66014354,31.08215237
3420,5001330579,33060060042,70,758.17,39.67676872,29.65982451
3430,5001353173,33110306808,100,756.61,37.40684126,31.29397231
3440,5001353559,33120055603,60,755.34,38.21754781,30.52990735
3410,5001287814,33010124929,100,753.5,40.25326272,29.99624802
3410,5001854105,33010659823,100,753.46,40.06048864,29.85712538
3410,5001301239,33010458146,100,752.94,40.31987426,29.83100096
3420,5011476157,3060259230,70,752.53,39.8781,29.802
3420,5001334191,33060046339,200,751.2,39.8187937,29.90627216
3420,5001303456,33060112345,100,750.99,39.8866,29.8135
3410,5001303534,33010627178,100,749.39,40.25276449,30.07177484
3410,5001326666,33010405198,100,749.13,40.0375,29.9002
3440,5001344464,33120103012,200,748.4,38.17810376,30.44240141
3410,5010943119,3011062007,100,746.43,40.04325924,30.07625513
3410,5001257487,33010101192,100,746.11,40.20202046,29.90665827
3410,5009805408,3010958573,100,745.77,40.04785577,30.0194922
3430,5001367127,33110340612,60,745.33,37.39269384,31.30856225
3410,5001304192,33010339781,100,745.23,40.24270109,30.12984956
3410,5001301474,33010458306,100,745.14,40.00641988,29.86101757
3410,5001295016,33010456778,100,744.94,40.26831647,30.03899799
3440,5001343952,33120151136,160,744.54,38.24586414,30.5149723
3430,5001398268,33110068340,100,743.54,37.39459872,31.32259716
3410,5009130154,33010798578,100,742.63,40.3407005,29.8856044
3420,5001319240,33060024117,400,740,39.79590037,29.93879144
3420,5001308557,33060143584,60,737.45,39.61971366,29.82327525
3420,5001311683,33060098371,200,736.4,39.5338,29.8479
3410,5001279794,33010514719,100,736.12,40.20883423,30.13308803
3430,5008172797,33110398283,70,735.05,37.5344,31.2273
3410,5001267214,33010121079,100,734.4,40.21626819,29.96370215
3410,5001253043,33010133276,100,734.38,40.20892279,29.98715503
3410,5001215209,33010001455,100,733.89,40.21796,29.99058
3440,5007968819,33120196782,60,731.36,38.18510975,30.49126693
3440,5001397562,33120142816,100,729.82,38.24526578,30.44481176
3440,5001353005,33120152349,100,727.89,38.25164095,30.50765877
3410,5001247800,33010165510,100,727.32,40.42233696,29.84237514
3430,5011465364,3110546241,100,725.64,37.38413544,31.31604022
